기준연월,시도명,소비금액_(전체)
2018,충청남도,1046094.0
2019,충청남도,1449397.0
2020,충청남도,1110419.0
2021,충청남도,1298668.0
2022,충청남도,1863093.0
2023,충청남도,2040904.0
2024,충청남도,2139087.0
2025,충청남도,2743170.0
2026,충청남도,1812553.0
