국가명,기준연월,소비금액
태국,2018,6527518.0
태국,2019,8567693.0
태국,2020,1987933.0
태국,2021,550834.0
태국,2022,1.1629275E7
태국,2023,2.8634319E7
태국,2024,3.0691141E7
태국,2025,4.3716847E7
태국,2026,3.0583555E7
