기준연월,시도명,소비건수_(전체)
2018,서울특별시,363299.0
2019,서울특별시,487136.0
2020,서울특별시,244009.0
2021,서울특별시,227252.0
2022,서울특별시,488845.0
2023,서울특별시,1042714.0
2024,서울특별시,1663370.0
2025,서울특별시,2586254.0
2026,서울특별시,1898805.0
