,국가명,KTO카테고리소분류,소비금액비율
2018,미국,전체,17.07
2019,미국,전체,16.22
2020,미국,전체,27.44
2021,미국,전체,50.22
2022,미국,전체,43.56
2023,미국,전체,30.5
2024,미국,전체,25.0
2025,미국,전체,22.02
2026,미국,전체,20.13
