국가명,기준연월,소비건수
미국,2018,229830.0
미국,2019,283428.0
미국,2020,217941.0
미국,2021,313696.0
미국,2022,486372.0
미국,2023,652722.0
미국,2024,826856.0
미국,2025,1023748.0
미국,2026,638129.0
