,국가명,KTO카테고리소분류,소비건수비율
2018,미국,전체,34.37
2019,미국,전체,32.19
2020,미국,전체,42.83
2021,미국,전체,58.12
2022,미국,전체,51.34
2023,미국,전체,39.34
2024,미국,전체,32.59
2025,미국,전체,26.71
2026,미국,전체,22.63
