기준연월,시도명,소비금액_(전체)
2018,경상남도,1778211.0
2019,경상남도,2062513.0
2020,경상남도,1280719.0
2021,경상남도,1372830.0
2022,경상남도,1668873.0
2023,경상남도,2155843.0
2024,경상남도,2283150.0
2025,경상남도,3000666.0
2026,경상남도,2061362.0
