기준연월,시도명,소비건수_(전체)
2018,경상남도,10075.0
2019,경상남도,11356.0
2020,경상남도,9547.0
2021,경상남도,11146.0
2022,경상남도,14246.0
2023,경상남도,15430.0
2024,경상남도,18238.0
2025,경상남도,22431.0
2026,경상남도,13882.0
