시도명,기준연도,진료과목,소비액 비율(%),소비건수 비율(%)
인천광역시,2025,치과,10.62,3.83
인천광역시,2025,피부과,20.54,3.65
인천광역시,2025,한약방,0.01,0.01
인천광역시,2025,한의학과,2.3,1.84
인천광역시,2026,대학/종합병원,25.19,4.04
인천광역시,2026,성형외과,7.73,0.42
인천광역시,2026,안과,1.34,0.77
인천광역시,2026,약국,35.38,87.7
인천광역시,2026,치과,9.2,3.12
인천광역시,2026,피부과,19.83,2.71
인천광역시,2026,한약방,0.01,0.0
인천광역시,2026,한의학과,1.31,1.22
전국,2020,대학/종합병원,27.34,18.95
전국,2020,성형외과,22.83,3.65
전국,2020,안과,1.74,1.49
전국,2020,약국,16.13,55.51
전국,2020,치과,12.47,7.6
전국,2020,피부과,14.94,7.93
전국,2020,한약방,0.07,0.14
전국,2020,한의학과,4.48,4.74
전국,2021,대학/종합병원,37.54,31.3
전국,2021,성형외과,14.86,2.69
전국,2021,안과,2.72,1.94
전국,2021,약국,7.33,41.82
전국,2021,치과,16.38,9.17
전국,2021,피부과,16.5,8.16
전국,2021,한약방,0.04,0.06
전국,2021,한의학과,4.64,4.87
전국,2022,대학/종합병원,21.79,19.11
전국,2022,성형외과,35.17,5.4
전국,2022,안과,2.83,2.06
전국,2022,약국,6.36,52.11
전국,2022,치과,11.5,7.68
전국,2022,피부과,18.86,9.41
전국,2022,한약방,0.04,0.12
전국,2022,한의학과,3.46,4.11
전국,2023,대학/종합병원,13.48,10.98
전국,2023,성형외과,36.01,8.68
전국,2023,안과,2.15,1.66
전국,2023,약국,5.17,51.51
전국,2023,치과,6.63,5.38
전국,2023,피부과,34.06,18.54
전국,2023,한약방,0.03,0.14
전국,2023,한의학과,2.47,3.12
전국,2024,대학/종합병원,8.61,7.48
전국,2024,성형외과,28.23,7.35
전국,2024,안과,2.08,1.49
전국,2024,약국,5.13,52.88
전국,2024,치과,4.99,4.48
전국,2024,피부과,49.05,23.59
전국,2024,한약방,0.02,0.11
전국,2024,한의학과,1.89,2.63
전국,2025,대학/종합병원,6.17,5.55
전국,2025,성형외과,23.27,5.45
전국,2025,안과,1.89,1.26
전국,2025,약국,7.84,60.63
전국,2025,치과,4.12,3.69
전국,2025,피부과,55.37,21.26
전국,2025,한약방,0.01,0.08
전국,2025,한의학과,1.35,2.07
전국,2026,대학/종합병원,5.34,4.35
전국,2026,성형외과,18.88,3.62
전국,2026,안과,1.53,1.02
전국,2026,약국,12.85,69.78
전국,2026,치과,3.9,3.26
전국,2026,피부과,56.35,16.23
전국,2026,한약방,0.01,0.09
전국,2026,한의학과,1.15,1.65
전남광주통합특별시,2020,대학/종합병원,41.26,18.18
전남광주통합특별시,2020,성형외과,1.74,0.53
전남광주통합특별시,2020,안과,0.85,1.15
전남광주통합특별시,2020,약국,24.64,62.6
전남광주통합특별시,2020,치과,18.67,8.05
전남광주통합특별시,2020,피부과,7.21,4.5
전남광주통합특별시,2020,한의학과,5.63,4.99
전남광주통합특별시,2021,대학/종합병원,42.43,28.88
전남광주통합특별시,2021,성형외과,1.54,0.51
전남광주통합특별시,2021,안과,2.64,1.82
전남광주통합특별시,2021,약국,10.83,50.1
전남광주통합특별시,2021,치과,27.45,9.29
전남광주통합특별시,2021,피부과,10.58,4.93
전남광주통합특별시,2021,한약방,0.27,0.09
전남광주통합특별시,2021,한의학과,4.27,4.38
전남광주통합특별시,2022,대학/종합병원,27.92,16.67
전남광주통합특별시,2022,성형외과,2.51,0.47
전남광주통합특별시,2022,안과,3.23,1.92
전남광주통합특별시,2022,약국,15.01,60.17
전남광주통합특별시,2022,치과,26.14,10.82
전남광주통합특별시,2022,피부과,16.95,5.24
전남광주통합특별시,2022,한약방,0.28,0.12
전남광주통합특별시,2022,한의학과,7.96,4.59
전남광주통합특별시,2023,대학/종합병원,21.0,10.41
전남광주통합특별시,2023,성형외과,5.98,0.72
전남광주통합특별시,2023,안과,3.05,2.07
전남광주통합특별시,2023,약국,17.25,66.26
전남광주통합특별시,2023,치과,24.9,9.03
전남광주통합특별시,2023,피부과,22.27,6.83
전남광주통합특별시,2023,한약방,0.14,0.07
전남광주통합특별시,2023,한의학과,5.42,4.61
전남광주통합특별시,2024,대학/종합병원,19.67,10.4
전남광주통합특별시,2024,성형외과,3.87,0.71
전남광주통합특별시,2024,안과,3.88,2.11
전남광주통합특별시,2024,약국,16.61,66.45
전남광주통합특별시,2024,치과,24.47,8.92
전남광주통합특별시,2024,피부과,26.34,7.42
전남광주통합특별시,2024,한약방,0.23,0.1
전남광주통합특별시,2024,한의학과,4.93,3.89
전남광주통합특별시,2025,대학/종합병원,18.7,10.29
전남광주통합특별시,2025,성형외과,3.3,0.45
전남광주통합특별시,2025,안과,4.25,2.49
전남광주통합특별시,2025,약국,16.66,66.48
전남광주통합특별시,2025,치과,24.1,9.22
전남광주통합특별시,2025,피부과,28.35,6.79
전남광주통합특별시,2025,한약방,0.1,0.05
전남광주통합특별시,2025,한의학과,4.54,4.23
전남광주통합특별시,2026,대학/종합병원,17.88,9.15
전남광주통합특별시,2026,성형외과,1.57,0.47
전남광주통합특별시,2026,안과,3.85,2.76
전남광주통합특별시,2026,약국,20.1,67.9
전남광주통합특별시,2026,치과,20.84,8.71
전남광주통합특별시,2026,피부과,32.05,7.66
전남광주통합특별시,2026,한약방,0.0,0.02
전남광주통합특별시,2026,한의학과,3.7,3.34
전라남도,2020,대학/종합병원,44.24,13.77
전라남도,2020,성형외과,0.82,0.42
전라남도,2020,안과,1.16,1.23
전라남도,2020,약국,26.91,70.7
전라남도,2020,치과,19.58,6.4
전라남도,2020,피부과,2.59,2.64
전라남도,2020,한의학과,4.69,4.82
전라남도,2021,대학/종합병원,47.58,29.34
전라남도,2021,성형외과,0.24,0.11
전라남도,2021,안과,0.31,1.46
전라남도,2021,약국,11.07,55.2
전라남도,2021,치과,34.06,8.74
전라남도,2021,피부과,3.41,2.46
전라남도,2021,한약방,0.09,0.04
전라남도,2021,한의학과,3.25,2.66
전라남도,2022,대학/종합병원,23.21,15.1
전라남도,2022,성형외과,0.67,0.2
전라남도,2022,안과,1.92,1.76
전라남도,2022,약국,22.53,65.48
전라남도,2022,치과,36.4,9.77
전라남도,2022,피부과,8.5,2.38
전라남도,2022,한약방,0.37,0.1
전라남도,2022,한의학과,6.41,5.21
전라남도,2023,대학/종합병원,16.18,7.42
전라남도,2023,성형외과,4.1,0.47
전라남도,2023,안과,1.57,2.05
전라남도,2023,약국,27.05,71.93
전라남도,2023,치과,33.84,9.07
전라남도,2023,피부과,10.86,3.27
전라남도,2023,한약방,0.04,0.05
전라남도,2023,한의학과,6.36,5.74
전라남도,2024,대학/종합병원,19.21,10.35
전라남도,2024,성형외과,1.79,0.25
전라남도,2024,안과,3.11,1.66
전라남도,2024,약국,21.01,70.29
전라남도,2024,치과,32.44,8.64
전라남도,2024,피부과,17.74,4.23
전라남도,2024,한약방,0.42,0.19
전라남도,2024,한의학과,4.28,4.4
전라남도,2025,대학/종합병원,17.37,8.83
전라남도,2025,성형외과,1.67,0.25
전라남도,2025,안과,2.34,2.39
전라남도,2025,약국,23.56,70.73
전라남도,2025,치과,34.29,9.35
전라남도,2025,피부과,16.57,3.85
전라남도,2025,한약방,0.11,0.04
전라남도,2025,한의학과,4.09,4.56
전라남도,2026,대학/종합병원,18.79,7.97
전라남도,2026,성형외과,1.46,0.29
전라남도,2026,안과,1.81,1.85
전라남도,2026,약국,25.7,71.77
전라남도,2026,치과,24.87,9.21
전라남도,2026,피부과,21.65,4.41
전라남도,2026,한약방,0.02,0.07
전라남도,2026,한의학과,5.69,4.43
전북특별자치도,2020,대학/종합병원,57.27,28.04
전북특별자치도,2020,성형외과,4.03,1.73
전북특별자치도,2020,안과,2.31,3.04
전북특별자치도,2020,약국,15.56,51.72
전북특별자치도,2020,치과,8.79,5.24
전북특별자치도,2020,피부과,10.06,5.28
전북특별자치도,2020,한약방,0.0,0.04
전북특별자치도,2020,한의학과,1.99,4.91
전북특별자치도,2021,대학/종합병원,56.97,42.23
전북특별자치도,2021,성형외과,4.34,1.49
전북특별자치도,2021,안과,2.12,1.7
전북특별자치도,2021,약국,8.57,37.59
전북특별자치도,2021,치과,10.96,5.43
전북특별자치도,2021,피부과,13.23,5.91
전북특별자치도,2021,한약방,0.13,0.11
전북특별자치도,2021,한의학과,3.69,5.54
전북특별자치도,2022,대학/종합병원,50.17,30.21
전북특별자치도,2022,성형외과,5.0,1.39
전북특별자치도,2022,안과,2.87,2.34
전북특별자치도,2022,약국,11.07,49.44
전북특별자치도,2022,치과,15.92,5.78
전북특별자치도,2022,피부과,8.65,4.1
전북특별자치도,2022,한약방,0.3,0.09
전북특별자치도,2022,한의학과,6.03,6.66
전북특별자치도,2023,대학/종합병원,49.96,24.15
전북특별자치도,2023,성형외과,6.53,1.39
전북특별자치도,2023,안과,2.68,2.45
전북특별자치도,2023,약국,11.19,56.28
전북특별자치도,2023,치과,13.95,6.03
전북특별자치도,2023,피부과,10.72,5.05
전북특별자치도,2023,한약방,0.17,0.08
전북특별자치도,2023,한의학과,4.81,4.56
전북특별자치도,2024,대학/종합병원,47.7,21.38
전북특별자치도,2024,성형외과,5.04,1.5
전북특별자치도,2024,안과,5.26,2.87
전북특별자치도,2024,약국,13.19,56.49
전북특별자치도,2024,치과,12.82,6.13
전북특별자치도,2024,피부과,11.06,5.86
전북특별자치도,2024,한약방,0.05,0.06
전북특별자치도,2024,한의학과,4.87,5.72
전북특별자치도,2025,대학/종합병원,46.6,19.93
전북특별자치도,2025,성형외과,5.76,1.13
전북특별자치도,2025,안과,3.91,2.6
전북특별자치도,2025,약국,12.84,58.59
전북특별자치도,2025,치과,12.56,6.05
전북특별자치도,2025,피부과,13.78,5.83
전북특별자치도,2025,한약방,0.04,0.09
전북특별자치도,2025,한의학과,4.52,5.78
전북특별자치도,2026,대학/종합병원,45.74,18.29
전북특별자치도,2026,성형외과,3.53,0.77
전북특별자치도,2026,안과,2.31,2.55
전북특별자치도,2026,약국,15.91,62.6
전북특별자치도,2026,치과,11.86,5.16
전북특별자치도,2026,피부과,16.75,6.04
전북특별자치도,2026,한약방,0.05,0.06
전북특별자치도,2026,한의학과,3.85,4.54
제주특별자치도,2020,대학/종합병원,17.98,13.87
제주특별자치도,2020,성형외과,9.9,0.78
제주특별자치도,2020,안과,1.49,0.91
제주특별자치도,2020,약국,51.72,73.88
제주특별자치도,2020,치과,12.07,4.8
제주특별자치도,2020,피부과,5.45,3.07
제주특별자치도,2020,한약방,0.04,0.04
제주특별자치도,2020,한의학과,1.35,2.64
제주특별자치도,2021,대학/종합병원,40.33,31.36
제주특별자치도,2021,성형외과,9.17,0.84
제주특별자치도,2021,안과,0.62,1.17
제주특별자치도,2021,약국,10.88,47.86
제주특별자치도,2021,치과,22.16,9.0
제주특별자치도,2021,피부과,14.09,5.53
제주특별자치도,2021,한의학과,2.76,4.23
제주특별자치도,2022,대학/종합병원,31.27,24.23
제주특별자치도,2022,성형외과,40.4,2.13
제주특별자치도,2022,안과,0.9,1.26
제주특별자치도,2022,약국,8.39,60.64
제주특별자치도,2022,치과,9.82,5.41
제주특별자치도,2022,피부과,6.83,3.37
제주특별자치도,2022,한약방,0.03,0.01
제주특별자치도,2022,한의학과,2.36,2.96
제주특별자치도,2023,대학/종합병원,17.1,8.85
제주특별자치도,2023,성형외과,32.98,2.15
제주특별자치도,2023,안과,0.92,0.92
제주특별자치도,2023,약국,14.54,76.2
제주특별자치도,2023,치과,4.85,3.1
제주특별자치도,2023,피부과,28.55,7.04
제주특별자치도,2023,한약방,0.01,0.02
제주특별자치도,2023,한의학과,1.04,1.74
제주특별자치도,2024,대학/종합병원,12.54,5.78
제주특별자치도,2024,성형외과,23.11,2.47
제주특별자치도,2024,안과,0.71,0.7
제주특별자치도,2024,약국,10.58,74.56
제주특별자치도,2024,치과,2.81,2.54
제주특별자치도,2024,피부과,49.46,12.42
제주특별자치도,2024,한약방,0.01,0.04
제주특별자치도,2024,한의학과,0.78,1.47
제주특별자치도,2025,대학/종합병원,6.71,3.96
제주특별자치도,2025,성형외과,16.92,1.73
제주특별자치도,2025,안과,0.15,0.48
제주특별자치도,2025,약국,9.9,73.66
제주특별자치도,2025,치과,1.12,1.48
제주특별자치도,2025,피부과,64.93,17.89
제주특별자치도,2025,한약방,0.01,0.03
제주특별자치도,2025,한의학과,0.25,0.77
제주특별자치도,2026,대학/종합병원,5.88,3.33
제주특별자치도,2026,성형외과,14.05,0.99
제주특별자치도,2026,안과,0.14,0.33
제주특별자치도,2026,약국,18.08,79.33
제주특별자치도,2026,치과,1.25,1.22
제주특별자치도,2026,피부과,60.14,13.25
제주특별자치도,2026,한약방,0.27,1.05
제주특별자치도,2026,한의학과,0.2,0.51
충청남도,2020,대학/종합병원,39.56,31.57
충청남도,2020,성형외과,0.04,0.03
충청남도,2020,안과,0.75,1.08
충청남도,2020,약국,16.63,48.88
충청남도,2020,치과,12.35,6.85
충청남도,2020,피부과,6.69,2.84
충청남도,2020,한약방,0.05,0.04
충청남도,2020,한의학과,23.92,8.7
충청남도,2021,대학/종합병원,60.02,48.29
충청남도,2021,성형외과,0.15,0.14
충청남도,2021,안과,0.88,1.24
충청남도,2021,약국,7.72,32.79
충청남도,2021,치과,12.63,6.4
충청남도,2021,피부과,7.43,3.58
충청남도,2021,한약방,0.09,0.02
충청남도,2021,한의학과,11.07,7.54
충청남도,2022,대학/종합병원,44.02,29.56
충청남도,2022,성형외과,1.05,0.16
충청남도,2022,안과,1.52,1.6
충청남도,2022,약국,8.94,49.59
충청남도,2022,치과,14.71,7.86
충청남도,2022,피부과,7.64,4.55
충청남도,2022,한약방,0.17,0.08
충청남도,2022,한의학과,21.95,6.6
충청남도,2023,대학/종합병원,31.55,19.32
충청남도,2023,성형외과,1.11,0.33
충청남도,2023,안과,1.19,1.77
충청남도,2023,약국,11.37,57.88
충청남도,2023,치과,16.66,8.35
충청남도,2023,피부과,11.75,5.29
충청남도,2023,한약방,0.44,0.18
충청남도,2023,한의학과,25.93,6.88
충청남도,2024,대학/종합병원,37.31,17.19
충청남도,2024,성형외과,0.46,0.26
충청남도,2024,안과,2.04,1.96
충청남도,2024,약국,13.06,59.85
충청남도,2024,치과,18.87,8.7
충청남도,2024,피부과,10.95,4.66
충청남도,2024,한약방,0.12,0.23
충청남도,2024,한의학과,17.2,7.15
충청남도,2025,대학/종합병원,25.2,14.09
충청남도,2025,성형외과,1.14,0.37
충청남도,2025,안과,2.79,2.28
충청남도,2025,약국,12.99,60.7
충청남도,2025,치과,19.81,9.38
충청남도,2025,피부과,16.14,5.56
충청남도,2025,한약방,0.22,0.25
충청남도,2025,한의학과,21.7,7.36
충청남도,2026,대학/종합병원,22.19,12.48
충청남도,2026,성형외과,0.61,0.26
충청남도,2026,안과,3.13,2.53
충청남도,2026,약국,14.54,64.63
충청남도,2026,치과,16.6,8.73
충청남도,2026,피부과,15.54,5.13
충청남도,2026,한약방,0.17,0.38
충청남도,2026,한의학과,27.21,5.86
충청북도,2020,대학/종합병원,39.34,17.45
충청북도,2020,성형외과,1.97,0.38
충청북도,2020,안과,1.4,1.67
충청북도,2020,약국,29.44,65.52
충청북도,2020,치과,21.32,8.69
충청북도,2020,피부과,2.74,2.3
충청북도,2020,한약방,0.18,0.06
충청북도,2020,한의학과,3.61,3.94
충청북도,2021,대학/종합병원,51.0,41.63
충청북도,2021,성형외과,2.6,0.45
충청북도,2021,안과,1.07,1.36
충청북도,2021,약국,17.41,42.66
충청북도,2021,치과,14.53,8.25
충청북도,2021,피부과,7.99,2.89
충청북도,2021,한약방,0.1,0.1
충청북도,2021,한의학과,5.31,2.65
충청북도,2022,대학/종합병원,38.24,23.18
충청북도,2022,성형외과,8.79,1.0
충청북도,2022,안과,1.5,1.64
충청북도,2022,약국,16.49,55.54
충청북도,2022,치과,18.48,8.42
충청북도,2022,피부과,12.07,5.49
충청북도,2022,한약방,0.13,0.11
충청북도,2022,한의학과,4.3,4.62
충청북도,2023,대학/종합병원,31.18,13.33
충청북도,2023,성형외과,7.58,0.84
충청북도,2023,안과,2.35,2.12
충청북도,2023,약국,15.29,63.37
충청북도,2023,치과,21.16,9.12
충청북도,2023,피부과,18.2,6.09
충청북도,2023,한약방,0.19,0.19
충청북도,2023,한의학과,4.05,4.93
충청북도,2024,대학/종합병원,29.21,10.42
충청북도,2024,성형외과,4.61,1.06
충청북도,2024,안과,1.03,2.02
충청북도,2024,약국,17.44,65.68
충청북도,2024,치과,22.2,8.91
충청북도,2024,피부과,20.54,6.38
충청북도,2024,한약방,0.07,0.03
충청북도,2024,한의학과,4.89,5.51
충청북도,2025,대학/종합병원,24.45,8.17
충청북도,2025,성형외과,5.43,0.95
충청북도,2025,안과,1.66,1.41
충청북도,2025,약국,21.47,71.11
충청북도,2025,치과,19.64,7.61
충청북도,2025,피부과,23.85,6.85
충청북도,2025,한약방,0.05,0.02
충청북도,2025,한의학과,3.44,3.89
충청북도,2026,대학/종합병원,22.92,7.96
충청북도,2026,성형외과,5.65,0.64
충청북도,2026,안과,1.59,1.33
충청북도,2026,약국,21.54,71.4
충청북도,2026,치과,17.12,8.24
충청북도,2026,피부과,26.87,6.53
충청북도,2026,한약방,0.03,0.03
충청북도,2026,한의학과,4.27,3.86
