국가명,KTO카테고리소분류,소비건수비율(카테고리별)
글로벌,대학/종합병원,20.85
글로벌,성형외과,5.47
글로벌,안과,2.07
글로벌,약국,49.97
글로벌,치과,7.75
글로벌,피부과,9.58
글로벌,한약방,0.11
글로벌,한의학과,4.19
