기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202201,글로벌,성형외과,15.53
202201,글로벌,피부과,14.96
202201,글로벌,대학/종합병원,40.56
202201,글로벌,치과,13.72
202201,글로벌,약국,7.58
202201,글로벌,한의학과,4.68
202201,글로벌,안과,2.93
202201,글로벌,한약방,0.02
202202,글로벌,성형외과,18.58
202202,글로벌,피부과,15.67
202202,글로벌,대학/종합병원,38.23
202202,글로벌,치과,12.66
202202,글로벌,약국,7.17
202202,글로벌,한의학과,4.66
202202,글로벌,안과,3.0
202202,글로벌,한약방,0.03
202203,글로벌,성형외과,22.55
202203,글로벌,피부과,16.11
202203,글로벌,대학/종합병원,32.08
202203,글로벌,치과,13.96
202203,글로벌,약국,8.2
202203,글로벌,한의학과,4.81
202203,글로벌,안과,2.18
202203,글로벌,한약방,0.1
202204,글로벌,성형외과,29.09
202204,글로벌,피부과,17.62
202204,글로벌,대학/종합병원,25.73
202204,글로벌,치과,14.69
202204,글로벌,약국,6.22
202204,글로벌,한의학과,4.22
202204,글로벌,안과,2.4
202204,글로벌,한약방,0.04
202205,글로벌,성형외과,31.27
202205,글로벌,피부과,18.27
202205,글로벌,대학/종합병원,24.82
202205,글로벌,치과,12.86
202205,글로벌,약국,5.97
202205,글로벌,한의학과,3.72
202205,글로벌,안과,3.06
202205,글로벌,한약방,0.03
202206,글로벌,성형외과,34.37
202206,글로벌,피부과,18.41
202206,글로벌,대학/종합병원,23.36
202206,글로벌,치과,12.44
202206,글로벌,약국,5.26
202206,글로벌,한의학과,3.55
202206,글로벌,안과,2.59
202206,글로벌,한약방,0.02
202207,글로벌,성형외과,35.54
202207,글로벌,피부과,18.06
202207,글로벌,대학/종합병원,23.28
202207,글로벌,치과,10.53
202207,글로벌,약국,6.07
202207,글로벌,한의학과,3.63
202207,글로벌,안과,2.85
202207,글로벌,한약방,0.03
202208,글로벌,성형외과,36.46
202208,글로벌,피부과,17.82
202208,글로벌,대학/종합병원,22.59
202208,글로벌,치과,10.4
202208,글로벌,약국,5.83
202208,글로벌,한의학과,3.72
202208,글로벌,안과,3.15
202208,글로벌,한약방,0.03
202209,글로벌,성형외과,40.93
202209,글로벌,피부과,16.34
202209,글로벌,대학/종합병원,21.09
202209,글로벌,치과,10.71
202209,글로벌,약국,5.38
202209,글로벌,한의학과,2.73
202209,글로벌,안과,2.8
202209,글로벌,한약방,0.02
202210,글로벌,성형외과,39.45
202210,글로벌,피부과,19.88
202210,글로벌,대학/종합병원,19.39
202210,글로벌,치과,10.47
202210,글로벌,약국,5.14
202210,글로벌,한의학과,3.15
202210,글로벌,안과,2.48
202210,글로벌,한약방,0.05
202211,글로벌,성형외과,38.29
202211,글로벌,피부과,19.87
202211,글로벌,대학/종합병원,21.34
202211,글로벌,치과,9.53
202211,글로벌,약국,5.33
202211,글로벌,한의학과,3.04
202211,글로벌,안과,2.56
202211,글로벌,한약방,0.05
202212,글로벌,성형외과,40.36
202212,글로벌,피부과,21.08
202212,글로벌,대학/종합병원,18.03
202212,글로벌,치과,8.65
202212,글로벌,약국,5.94
202212,글로벌,한의학과,2.96
202212,글로벌,안과,2.96
202212,글로벌,한약방,0.02
