국가명,KTO카테고리소분류,소비금액비율(카테고리별)
글로벌,대학/종합병원,23.24
글로벌,성형외과,35.16
글로벌,안과,2.75
글로벌,약국,5.84
글로벌,치과,11.04
글로벌,피부과,18.47
글로벌,한약방,0.04
글로벌,한의학과,3.47
