국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,0.7
대만,성형외과,22.18
대만,안과,3.03
대만,약국,1.78
대만,치과,0.76
대만,피부과,71.27
대만,한약방,0.0
대만,한의학과,0.27
