,국가명,KTO카테고리소분류,소비건수비율
202401,대만,전체,2.9
202402,대만,전체,3.36
202403,대만,전체,3.66
202404,대만,전체,3.69
202405,대만,전체,4.24
202406,대만,전체,4.57
202407,대만,전체,3.92
202408,대만,전체,4.83
202409,대만,전체,6.04
202410,대만,전체,5.01
202411,대만,전체,5.2
202412,대만,전체,6.52
