기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202401,대만,피부과,47.44
202401,대만,성형외과,41.84
202401,대만,안과,1.89
202401,대만,약국,2.75
202401,대만,치과,1.6
202401,대만,대학/종합병원,4.22
202401,대만,한의학과,0.24
202401,대만,한약방,0.02
202402,대만,피부과,51.26
202402,대만,성형외과,39.49
202402,대만,안과,3.42
202402,대만,약국,2.75
202402,대만,치과,0.64
202402,대만,대학/종합병원,2.02
202402,대만,한의학과,0.42
202402,대만,한약방,0.0
202403,대만,피부과,59.1
202403,대만,성형외과,32.1
202403,대만,안과,3.65
202403,대만,약국,2.1
202403,대만,치과,0.41
202403,대만,대학/종합병원,2.36
202403,대만,한의학과,0.26
202403,대만,한약방,0.0
202404,대만,피부과,64.59
202404,대만,성형외과,28.46
202404,대만,안과,3.15
202404,대만,약국,2.09
202404,대만,치과,0.9
202404,대만,대학/종합병원,0.61
202404,대만,한의학과,0.19
202404,대만,한약방,0.01
202405,대만,피부과,70.98
202405,대만,성형외과,23.65
202405,대만,안과,2.95
202405,대만,약국,1.38
202405,대만,치과,0.34
202405,대만,대학/종합병원,0.48
202405,대만,한의학과,0.22
202405,대만,한약방,0.0
202406,대만,피부과,70.39
202406,대만,성형외과,24.0
202406,대만,안과,3.31
202406,대만,약국,1.43
202406,대만,치과,0.46
202406,대만,대학/종합병원,0.21
202406,대만,한의학과,0.19
202406,대만,한약방,0.01
202407,대만,피부과,68.1
202407,대만,성형외과,24.71
202407,대만,안과,3.32
202407,대만,약국,2.04
202407,대만,치과,0.87
202407,대만,대학/종합병원,0.56
202407,대만,한의학과,0.4
202407,대만,한약방,0.0
202408,대만,피부과,69.37
202408,대만,성형외과,24.06
202408,대만,안과,2.73
202408,대만,약국,1.74
202408,대만,치과,1.28
202408,대만,대학/종합병원,0.46
202408,대만,한의학과,0.36
202408,대만,한약방,0.0
202409,대만,피부과,75.54
202409,대만,성형외과,18.09
202409,대만,안과,2.84
202409,대만,약국,1.87
202409,대만,치과,0.68
202409,대만,대학/종합병원,0.73
202409,대만,한의학과,0.25
202409,대만,한약방,0.0
202410,대만,피부과,74.52
202410,대만,성형외과,18.77
202410,대만,안과,3.11
202410,대만,약국,1.66
202410,대만,치과,0.85
202410,대만,대학/종합병원,0.68
202410,대만,한의학과,0.41
202410,대만,한약방,0.0
202411,대만,피부과,76.18
202411,대만,성형외과,18.05
202411,대만,안과,2.67
202411,대만,약국,1.57
202411,대만,치과,0.93
202411,대만,대학/종합병원,0.3
202411,대만,한의학과,0.29
202411,대만,한약방,0.0
202412,대만,피부과,77.06
202412,대만,성형외과,16.7
202412,대만,안과,3.2
202412,대만,약국,1.83
202412,대만,치과,0.64
202412,대만,대학/종합병원,0.47
202412,대만,한의학과,0.1
202412,대만,한약방,0.0
