국가명,기준연월,소비금액
대만,202401,1993357.0
대만,202402,2305263.0
대만,202403,3770962.0
대만,202404,5093508.0
대만,202405,7062640.0
대만,202406,8160414.0
대만,202407,5968432.0
대만,202408,7167872.0
대만,202409,1.0382763E7
대만,202410,1.1687091E7
대만,202411,1.1758837E7
대만,202412,1.2958151E7
