,국가명,KTO카테고리소분류,소비금액비율
202401,대만,전체,3.62
202402,대만,전체,4.8
202403,대만,전체,5.41
202404,대만,전체,5.91
202405,대만,전체,8.1
202406,대만,전체,9.23
202407,대만,전체,7.2
202408,대만,전체,8.9
202409,대만,전체,10.84
202410,대만,전체,9.69
202411,대만,전체,10.17
202412,대만,전체,11.9
