기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202001,대만,한약방,0.41
202001,대만,대학/종합병원,7.43
202001,대만,약국,77.78
202001,대만,치과,2.45
202001,대만,피부과,3.51
202001,대만,성형외과,7.27
202001,대만,안과,0.25
202001,대만,한의학과,0.9
202002,대만,한약방,0.55
202002,대만,대학/종합병원,3.63
202002,대만,약국,87.7
202002,대만,치과,0.71
202002,대만,피부과,1.42
202002,대만,성형외과,4.65
202002,대만,안과,0.47
202002,대만,한의학과,0.87
202003,대만,한약방,0.71
202003,대만,대학/종합병원,6.43
202003,대만,약국,70.0
202003,대만,치과,10.71
202003,대만,피부과,5.0
202003,대만,성형외과,5.71
202003,대만,안과,1.43
202004,대만,대학/종합병원,7.38
202004,대만,약국,52.35
202004,대만,치과,9.4
202004,대만,피부과,12.08
202004,대만,성형외과,2.01
202004,대만,안과,2.01
202004,대만,한의학과,14.77
202005,대만,대학/종합병원,9.15
202005,대만,약국,53.66
202005,대만,치과,15.85
202005,대만,피부과,10.98
202005,대만,성형외과,1.83
202005,대만,안과,2.44
202005,대만,한의학과,6.1
202006,대만,대학/종합병원,7.08
202006,대만,약국,61.25
202006,대만,치과,12.5
202006,대만,피부과,10.83
202006,대만,성형외과,5.0
202006,대만,안과,1.25
202006,대만,한의학과,2.08
202007,대만,한약방,0.44
202007,대만,대학/종합병원,9.29
202007,대만,약국,56.64
202007,대만,치과,10.62
202007,대만,피부과,11.5
202007,대만,성형외과,3.54
202007,대만,안과,1.77
202007,대만,한의학과,6.19
202008,대만,대학/종합병원,8.08
202008,대만,약국,56.57
202008,대만,치과,14.65
202008,대만,피부과,10.1
202008,대만,성형외과,4.55
202008,대만,안과,0.51
202008,대만,한의학과,5.56
202009,대만,한약방,0.55
202009,대만,대학/종합병원,12.02
202009,대만,약국,56.83
202009,대만,치과,4.37
202009,대만,피부과,16.39
202009,대만,성형외과,4.92
202009,대만,안과,2.73
202009,대만,한의학과,2.19
202010,대만,한약방,0.6
202010,대만,대학/종합병원,7.78
202010,대만,약국,59.88
202010,대만,치과,9.58
202010,대만,피부과,12.57
202010,대만,성형외과,5.99
202010,대만,안과,2.4
202010,대만,한의학과,1.2
202011,대만,한약방,0.49
202011,대만,대학/종합병원,6.31
202011,대만,약국,56.31
202011,대만,치과,16.99
202011,대만,피부과,8.25
202011,대만,성형외과,3.88
202011,대만,안과,1.94
202011,대만,한의학과,5.83
202012,대만,대학/종합병원,48.91
202012,대만,약국,30.53
202012,대만,치과,8.72
202012,대만,피부과,6.85
202012,대만,성형외과,3.12
202012,대만,안과,0.93
202012,대만,한의학과,0.93
