국가명,기준연월,소비건수
대만,202001,1224.0
대만,202002,1268.0
대만,202003,140.0
대만,202004,149.0
대만,202005,164.0
대만,202006,240.0
대만,202007,226.0
대만,202008,198.0
대만,202009,183.0
대만,202010,167.0
대만,202011,206.0
대만,202012,321.0
