기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202001,대만,한약방,0.09
202001,대만,대학/종합병원,10.71
202001,대만,치과,2.38
202001,대만,피부과,5.2
202001,대만,성형외과,63.72
202001,대만,약국,17.49
202001,대만,한의학과,0.39
202001,대만,안과,0.02
202002,대만,한약방,0.11
202002,대만,대학/종합병원,6.41
202002,대만,치과,1.89
202002,대만,피부과,2.31
202002,대만,성형외과,54.11
202002,대만,약국,32.74
202002,대만,한의학과,1.98
202002,대만,안과,0.46
202003,대만,한약방,0.05
202003,대만,대학/종합병원,20.47
202003,대만,치과,28.72
202003,대만,피부과,16.9
202003,대만,성형외과,24.33
202003,대만,약국,9.42
202003,대만,안과,0.1
202004,대만,대학/종합병원,11.57
202004,대만,치과,13.29
202004,대만,피부과,35.72
202004,대만,성형외과,0.23
202004,대만,약국,8.29
202004,대만,한의학과,16.13
202004,대만,안과,14.78
202005,대만,대학/종합병원,14.97
202005,대만,치과,29.51
202005,대만,피부과,31.67
202005,대만,성형외과,12.06
202005,대만,약국,7.53
202005,대만,한의학과,3.53
202005,대만,안과,0.74
202006,대만,대학/종합병원,12.61
202006,대만,치과,19.91
202006,대만,피부과,41.31
202006,대만,성형외과,13.36
202006,대만,약국,8.37
202006,대만,한의학과,2.14
202006,대만,안과,2.3
202007,대만,한약방,0.17
202007,대만,대학/종합병원,15.13
202007,대만,치과,20.67
202007,대만,피부과,46.33
202007,대만,성형외과,3.15
202007,대만,약국,9.96
202007,대만,한의학과,4.26
202007,대만,안과,0.32
202008,대만,대학/종합병원,7.97
202008,대만,치과,25.38
202008,대만,피부과,23.48
202008,대만,성형외과,24.8
202008,대만,약국,10.13
202008,대만,한의학과,8.14
202008,대만,안과,0.08
202009,대만,한약방,0.03
202009,대만,대학/종합병원,23.04
202009,대만,치과,1.85
202009,대만,피부과,20.43
202009,대만,성형외과,20.57
202009,대만,약국,6.06
202009,대만,한의학과,7.26
202009,대만,안과,20.76
202010,대만,한약방,0.06
202010,대만,대학/종합병원,15.6
202010,대만,치과,27.37
202010,대만,피부과,17.75
202010,대만,성형외과,12.54
202010,대만,약국,12.9
202010,대만,한의학과,13.57
202010,대만,안과,0.21
202011,대만,한약방,0.05
202011,대만,대학/종합병원,11.55
202011,대만,치과,33.53
202011,대만,피부과,18.27
202011,대만,성형외과,22.31
202011,대만,약국,11.56
202011,대만,한의학과,2.11
202011,대만,안과,0.63
202012,대만,대학/종합병원,48.7
202012,대만,치과,25.52
202012,대만,피부과,13.26
202012,대만,성형외과,6.37
202012,대만,약국,5.34
202012,대만,한의학과,0.54
202012,대만,안과,0.28
