국가명,KTO카테고리소분류,소비건수비율(카테고리별)
대만,대학/종합병원,9.61
대만,성형외과,5.08
대만,안과,0.94
대만,약국,69.84
대만,치과,5.88
대만,피부과,5.93
대만,한약방,0.38
대만,한의학과,2.34
