국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,12.51
대만,성형외과,46.0
대만,안과,1.57
대만,약국,19.32
대만,치과,7.76
대만,피부과,10.48
대만,한약방,0.08
대만,한의학과,2.28
