,국가명,KTO카테고리소분류,소비금액비율
202001,대만,전체,0.87
202002,대만,전체,0.87
202003,대만,전체,0.27
202004,대만,전체,0.29
202005,대만,전체,0.24
202006,대만,전체,0.37
202007,대만,전체,0.32
202008,대만,전체,0.34
202009,대만,전체,0.52
202010,대만,전체,0.21
202011,대만,전체,0.19
202012,대만,전체,0.46
