방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
미국,서울특별시,쇼핑업,기타관광쇼핑,37.9,35.9
미국,서울특별시,쇼핑업,레저용품쇼핑,37.9,4.7
미국,서울특별시,쇼핑업,대형쇼핑몰,37.9,54.3
미국,서울특별시,쇼핑업,면세점,37.9,5.1
미국,서울특별시,숙박업,기타숙박,15.0,10.0
미국,서울특별시,숙박업,캠핑장/펜션,15.0,0.1
미국,서울특별시,숙박업,호텔,15.0,89.4
미국,서울특별시,숙박업,콘도,15.0,0.6
미국,서울특별시,식음료업,제과음료업,19.8,22.2
미국,서울특별시,식음료업,일반외식업,19.8,77.8
미국,서울특별시,여가서비스업,문화서비스,1.8,23.1
미국,서울특별시,여가서비스업,기타레저,1.8,71.3
미국,서울특별시,여가서비스업,골프장,1.8,5.2
미국,서울특별시,여가서비스업,관광유원시설,1.8,0.4
미국,서울특별시,여가서비스업,스키장,1.8,0.0
미국,서울특별시,여행업,여행업,0.2,100.0
미국,서울특별시,운송업,항공운송,9.5,6.4
미국,서울특별시,운송업,육상운송,9.5,91.7
미국,서울특별시,운송업,렌터카,9.5,1.4
미국,서울특별시,운송업,수상운송,9.5,0.5
미국,서울특별시,의료웰니스업,뷰티,15.8,21.5
미국,서울특별시,의료웰니스업,의료관광,15.8,78.5
