방문자 거주지,방문지,관광소비비율(%)
일본,서울특별시,68.9
일본,인천광역시,17.4
일본,부산광역시,6.1
일본,경기도,4.5
일본,제주특별자치도,1.0
일본,대구광역시,0.4
일본,경상남도,0.3
일본,충청남도,0.3
일본,경상북도,0.2
일본,대전광역시,0.2
일본,충청북도,0.2
일본,강원특별자치도,0.1
일본,울산광역시,0.1
일본,전라남도,0.1
일본,광주광역시,0.1
일본,전북특별자치도,0.1
일본,세종특별자치시,0.0
