기준연월,시도명,소비건수_(전체)
202501,경기도,20722.0
202502,경기도,18709.0
202503,경기도,23246.0
202504,경기도,27138.0
202505,경기도,26466.0
202506,경기도,27845.0
202507,경기도,27970.0
202508,경기도,22492.0
202509,경기도,24436.0
202510,경기도,26387.0
202511,경기도,27873.0
202512,경기도,29151.0
