기준연월,시도명,소비금액_(전체)
202501,경기도,4031220.0
202502,경기도,3464409.0
202503,경기도,4698717.0
202504,경기도,5239891.0
202505,경기도,4524244.0
202506,경기도,5040138.0
202507,경기도,4580558.0
202508,경기도,3841152.0
202509,경기도,4713017.0
202510,경기도,4819744.0
202511,경기도,5135639.0
202512,경기도,5186571.0
