,국가명,KTO카테고리소분류,소비건수비율
202001,일본,전체,11.08
202002,일본,전체,15.16
202003,일본,전체,10.17
202004,일본,전체,8.26
202005,일본,전체,7.49
202006,일본,전체,7.43
202007,일본,전체,6.59
202008,일본,전체,7.11
202009,일본,전체,7.43
202010,일본,전체,7.87
202011,일본,전체,6.74
202012,일본,전체,7.12
