국가명,KTO카테고리소분류,소비금액비율(카테고리별)
일본,대학/종합병원,6.23
일본,성형외과,40.11
일본,안과,0.52
일본,약국,4.55
일본,치과,7.25
일본,피부과,24.15
일본,한약방,0.06
일본,한의학과,17.13
