국가명,KTO카테고리소분류,소비건수비율(카테고리별)
일본,대학/종합병원,10.19
일본,성형외과,11.74
일본,안과,0.97
일본,약국,41.78
일본,치과,5.17
일본,피부과,16.33
일본,한약방,0.15
일본,한의학과,13.68
