기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202001,일본,한의학과,8.29
202001,일본,대학/종합병원,3.09
202001,일본,성형외과,49.55
202001,일본,치과,4.04
202001,일본,피부과,30.87
202001,일본,약국,3.93
202001,일본,안과,0.16
202001,일본,한약방,0.08
202002,일본,한의학과,8.92
202002,일본,대학/종합병원,1.97
202002,일본,성형외과,50.68
202002,일본,치과,3.75
202002,일본,피부과,30.37
202002,일본,약국,4.13
202002,일본,안과,0.11
202002,일본,한약방,0.07
202003,일본,한의학과,16.91
202003,일본,대학/종합병원,3.63
202003,일본,성형외과,56.03
202003,일본,치과,7.81
202003,일본,피부과,10.6
202003,일본,약국,4.32
202003,일본,안과,0.69
202003,일본,한약방,0.01
202004,일본,한의학과,44.16
202004,일본,대학/종합병원,9.23
202004,일본,성형외과,9.68
202004,일본,치과,15.85
202004,일본,피부과,14.67
202004,일본,약국,5.74
202004,일본,안과,0.67
202004,일본,한약방,0.0
202005,일본,한의학과,44.38
202005,일본,대학/종합병원,7.32
202005,일본,성형외과,13.6
202005,일본,치과,16.62
202005,일본,피부과,10.71
202005,일본,약국,5.19
202005,일본,안과,2.14
202005,일본,한약방,0.03
202006,일본,한의학과,47.61
202006,일본,대학/종합병원,11.02
202006,일본,성형외과,7.35
202006,일본,치과,13.49
202006,일본,피부과,13.04
202006,일본,약국,5.86
202006,일본,안과,1.63
202006,일본,한약방,0.0
202007,일본,한의학과,44.27
202007,일본,대학/종합병원,12.44
202007,일본,성형외과,10.03
202007,일본,치과,16.52
202007,일본,피부과,9.8
202007,일본,약국,6.18
202007,일본,안과,0.75
202007,일본,한약방,0.01
202008,일본,한의학과,36.2
202008,일본,대학/종합병원,15.97
202008,일본,성형외과,12.23
202008,일본,치과,17.75
202008,일본,피부과,9.77
202008,일본,약국,6.45
202008,일본,안과,1.63
202009,일본,한의학과,38.79
202009,일본,대학/종합병원,18.23
202009,일본,성형외과,10.2
202009,일본,치과,15.2
202009,일본,피부과,9.83
202009,일본,약국,6.83
202009,일본,안과,0.89
202009,일본,한약방,0.03
202010,일본,한의학과,33.57
202010,일본,대학/종합병원,24.24
202010,일본,성형외과,9.43
202010,일본,치과,13.37
202010,일본,피부과,12.47
202010,일본,약국,5.44
202010,일본,안과,1.41
202010,일본,한약방,0.07
202011,일본,한의학과,30.12
202011,일본,대학/종합병원,19.03
202011,일본,성형외과,15.76
202011,일본,치과,17.37
202011,일본,피부과,11.91
202011,일본,약국,5.41
202011,일본,안과,0.4
202011,일본,한약방,0.0
202012,일본,한의학과,25.88
202012,일본,대학/종합병원,22.07
202012,일본,성형외과,19.31
202012,일본,치과,12.17
202012,일본,피부과,11.99
202012,일본,약국,5.64
202012,일본,안과,2.86
202012,일본,한약방,0.07
