,국가명,KTO카테고리소분류,소비금액비율
202001,일본,전체,12.63
202002,일본,전체,17.93
202003,일본,전체,11.02
202004,일본,전체,5.48
202005,일본,전체,7.08
202006,일본,전체,6.9
202007,일본,전체,5.33
202008,일본,전체,6.2
202009,일본,전체,5.4
202010,일본,전체,6.29
202011,일본,전체,5.88
202012,일본,전체,6.01
