국가명,기준연월,소비건수
일본,202401,26883.0
일본,202402,29396.0
일본,202403,43083.0
일본,202404,42215.0
일본,202405,45401.0
일본,202406,49545.0
일본,202407,46812.0
일본,202408,49033.0
일본,202409,57700.0
일본,202410,63051.0
일본,202411,67795.0
일본,202412,49960.0
