기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202401,일본,약국,34.96
202401,일본,피부과,43.41
202401,일본,성형외과,16.36
202401,일본,한의학과,2.02
202401,일본,치과,1.57
202401,일본,대학/종합병원,1.24
202401,일본,안과,0.28
202401,일본,한약방,0.15
202402,일본,약국,33.99
202402,일본,피부과,46.7
202402,일본,성형외과,15.19
202402,일본,한의학과,1.55
202402,일본,치과,1.24
202402,일본,대학/종합병원,1.0
202402,일본,안과,0.28
202402,일본,한약방,0.06
202403,일본,약국,33.17
202403,일본,피부과,49.34
202403,일본,성형외과,13.7
202403,일본,한의학과,1.49
202403,일본,치과,1.16
202403,일본,대학/종합병원,0.89
202403,일본,안과,0.2
202403,일본,한약방,0.06
202404,일본,약국,32.87
202404,일본,피부과,48.72
202404,일본,성형외과,14.68
202404,일본,한의학과,1.57
202404,일본,치과,1.07
202404,일본,대학/종합병원,0.81
202404,일본,안과,0.24
202404,일본,한약방,0.04
202405,일본,약국,33.73
202405,일본,피부과,48.73
202405,일본,성형외과,13.89
202405,일본,한의학과,1.64
202405,일본,치과,0.95
202405,일본,대학/종합병원,0.75
202405,일본,안과,0.21
202405,일본,한약방,0.1
202406,일본,약국,33.62
202406,일본,피부과,50.23
202406,일본,성형외과,12.82
202406,일본,한의학과,1.33
202406,일본,치과,1.03
202406,일본,대학/종합병원,0.66
202406,일본,안과,0.23
202406,일본,한약방,0.07
202407,일본,약국,35.8
202407,일본,피부과,47.54
202407,일본,성형외과,12.96
202407,일본,한의학과,1.47
202407,일본,치과,1.0
202407,일본,대학/종합병원,0.85
202407,일본,안과,0.31
202407,일본,한약방,0.06
202408,일본,약국,41.5
202408,일본,피부과,43.31
202408,일본,성형외과,11.54
202408,일본,한의학과,1.26
202408,일본,치과,1.26
202408,일본,대학/종합병원,0.78
202408,일본,안과,0.29
202408,일본,한약방,0.07
202409,일본,약국,39.33
202409,일본,피부과,46.6
202409,일본,성형외과,11.2
202409,일본,한의학과,1.17
202409,일본,치과,0.88
202409,일본,대학/종합병원,0.57
202409,일본,안과,0.2
202409,일본,한약방,0.06
202410,일본,약국,41.53
202410,일본,피부과,44.79
202410,일본,성형외과,10.78
202410,일본,한의학과,1.14
202410,일본,치과,0.89
202410,일본,대학/종합병원,0.6
202410,일본,안과,0.19
202410,일본,한약방,0.07
202411,일본,약국,43.24
202411,일본,피부과,43.45
202411,일본,성형외과,10.47
202411,일본,한의학과,1.18
202411,일본,치과,0.9
202411,일본,대학/종합병원,0.53
202411,일본,안과,0.18
202411,일본,한약방,0.06
202412,일본,약국,43.41
202412,일본,피부과,41.27
202412,일본,성형외과,11.52
202412,일본,한의학과,1.35
202412,일본,치과,1.18
202412,일본,대학/종합병원,0.93
202412,일본,안과,0.29
202412,일본,한약방,0.06
