국가명,KTO카테고리소분류,소비금액비율(카테고리별)
일본,대학/종합병원,0.6
일본,성형외과,31.54
일본,안과,0.45
일본,약국,4.69
일본,치과,2.15
일본,피부과,58.72
일본,한약방,0.02
일본,한의학과,1.82
