,국가명,KTO카테고리소분류,소비금액비율
202401,일본,전체,21.98
202402,일본,전체,25.59
202403,일본,전체,24.71
202404,일본,전체,21.66
202405,일본,전체,22.29
202406,일본,전체,22.93
202407,일본,전체,23.05
202408,일본,전체,24.4
202409,일본,전체,23.98
202410,일본,전체,20.45
202411,일본,전체,22.8
202412,일본,전체,19.79
