,국가명,KTO카테고리소분류,소비건수비율
202401,일본,전체,19.89
202402,일본,전체,24.32
202403,일본,전체,24.86
202404,일본,전체,19.9
202405,일본,전체,20.62
202406,일본,전체,22.12
202407,일본,전체,21.32
202408,일본,전체,24.23
202409,일본,전체,25.54
202410,일본,전체,22.06
202411,일본,전체,25.23
202412,일본,전체,20.09
