기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201901,일본,성형외과,38.0
201901,일본,피부과,34.42
201901,일본,한의학과,14.94
201901,일본,약국,3.09
201901,일본,치과,4.11
201901,일본,대학/종합병원,5.01
201901,일본,안과,0.3
201901,일본,한약방,0.13
201902,일본,성형외과,43.58
201902,일본,피부과,29.78
201902,일본,한의학과,12.4
201902,일본,약국,2.61
201902,일본,치과,4.62
201902,일본,대학/종합병원,6.13
201902,일본,안과,0.58
201902,일본,한약방,0.29
201903,일본,성형외과,43.09
201903,일본,피부과,31.99
201903,일본,한의학과,14.57
201903,일본,약국,2.66
201903,일본,치과,3.16
201903,일본,대학/종합병원,3.78
201903,일본,안과,0.6
201903,일본,한약방,0.16
201904,일본,성형외과,43.48
201904,일본,피부과,31.42
201904,일본,한의학과,13.34
201904,일본,약국,2.46
201904,일본,치과,4.78
201904,일본,대학/종합병원,4.05
201904,일본,안과,0.36
201904,일본,한약방,0.11
201905,일본,성형외과,40.42
201905,일본,피부과,32.1
201905,일본,한의학과,15.78
201905,일본,약국,2.76
201905,일본,치과,3.62
201905,일본,대학/종합병원,4.6
201905,일본,안과,0.3
201905,일본,한약방,0.4
201906,일본,성형외과,35.92
201906,일본,피부과,36.9
201906,일본,한의학과,14.72
201906,일본,약국,2.94
201906,일본,치과,3.64
201906,일본,대학/종합병원,5.06
201906,일본,안과,0.43
201906,일본,한약방,0.38
201907,일본,성형외과,39.67
201907,일본,피부과,34.28
201907,일본,한의학과,15.29
201907,일본,약국,2.73
201907,일본,치과,3.71
201907,일본,대학/종합병원,3.96
201907,일본,안과,0.07
201907,일본,한약방,0.3
201908,일본,성형외과,43.19
201908,일본,피부과,31.18
201908,일본,한의학과,14.15
201908,일본,약국,3.18
201908,일본,치과,3.42
201908,일본,대학/종합병원,4.37
201908,일본,안과,0.37
201908,일본,한약방,0.13
201909,일본,성형외과,40.74
201909,일본,피부과,34.18
201909,일본,한의학과,13.85
201909,일본,약국,3.15
201909,일본,치과,5.1
201909,일본,대학/종합병원,2.5
201909,일본,안과,0.35
201909,일본,한약방,0.13
201910,일본,성형외과,41.93
201910,일본,피부과,33.44
201910,일본,한의학과,13.26
201910,일본,약국,2.84
201910,일본,치과,5.08
201910,일본,대학/종합병원,3.16
201910,일본,안과,0.15
201910,일본,한약방,0.14
201911,일본,성형외과,42.35
201911,일본,피부과,38.37
201911,일본,한의학과,9.43
201911,일본,약국,2.84
201911,일본,치과,3.37
201911,일본,대학/종합병원,2.89
201911,일본,안과,0.61
201911,일본,한약방,0.14
201912,일본,성형외과,49.6
201912,일본,피부과,32.4
201912,일본,한의학과,9.3
201912,일본,약국,3.43
201912,일본,치과,2.82
201912,일본,대학/종합병원,1.93
201912,일본,안과,0.34
201912,일본,한약방,0.18
