기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201901,일본,약국,32.01
201901,일본,피부과,27.69
201901,일본,성형외과,15.29
201901,일본,한의학과,13.34
201901,일본,대학/종합병원,6.89
201901,일본,치과,3.85
201901,일본,안과,0.71
201901,일본,한약방,0.22
201902,일본,약국,32.09
201902,일본,피부과,27.04
201902,일본,성형외과,17.1
201902,일본,한의학과,12.94
201902,일본,대학/종합병원,7.23
201902,일본,치과,2.52
201902,일본,안과,0.64
201902,일본,한약방,0.42
201903,일본,약국,33.6
201903,일본,피부과,27.26
201903,일본,성형외과,16.71
201903,일본,한의학과,13.18
201903,일본,대학/종합병원,5.15
201903,일본,치과,3.24
201903,일본,안과,0.44
201903,일본,한약방,0.43
201904,일본,약국,32.2
201904,일본,피부과,25.79
201904,일본,성형외과,18.24
201904,일본,한의학과,13.67
201904,일본,대학/종합병원,5.52
201904,일본,치과,3.71
201904,일본,안과,0.56
201904,일본,한약방,0.32
201905,일본,약국,32.53
201905,일본,피부과,27.37
201905,일본,성형외과,15.92
201905,일본,한의학과,14.24
201905,일본,대학/종합병원,5.51
201905,일본,치과,3.37
201905,일본,안과,0.66
201905,일본,한약방,0.4
201906,일본,약국,32.1
201906,일본,피부과,29.55
201906,일본,성형외과,16.64
201906,일본,한의학과,13.1
201906,일본,대학/종합병원,4.86
201906,일본,치과,2.81
201906,일본,안과,0.43
201906,일본,한약방,0.51
201907,일본,약국,33.6
201907,일본,피부과,27.21
201907,일본,성형외과,13.69
201907,일본,한의학과,15.25
201907,일본,대학/종합병원,5.83
201907,일본,치과,3.39
201907,일본,안과,0.57
201907,일본,한약방,0.45
201908,일본,약국,38.05
201908,일본,피부과,24.01
201908,일본,성형외과,14.39
201908,일본,한의학과,13.09
201908,일본,대학/종합병원,5.67
201908,일본,치과,3.71
201908,일본,안과,0.71
201908,일본,한약방,0.37
201909,일본,약국,34.55
201909,일본,피부과,27.34
201909,일본,성형외과,15.75
201909,일본,한의학과,13.64
201909,일본,대학/종합병원,4.36
201909,일본,치과,3.25
201909,일본,안과,0.6
201909,일본,한약방,0.5
201910,일본,약국,34.82
201910,일본,피부과,28.04
201910,일본,성형외과,17.01
201910,일본,한의학과,11.8
201910,일본,대학/종합병원,4.6
201910,일본,치과,2.85
201910,일본,안과,0.53
201910,일본,한약방,0.35
201911,일본,약국,33.37
201911,일본,피부과,31.62
201911,일본,성형외과,19.24
201911,일본,한의학과,8.26
201911,일본,대학/종합병원,3.71
201911,일본,치과,2.8
201911,일본,안과,0.68
201911,일본,한약방,0.32
201912,일본,약국,39.19
201912,일본,피부과,26.34
201912,일본,성형외과,18.91
201912,일본,한의학과,8.5
201912,일본,대학/종합병원,3.54
201912,일본,치과,2.66
201912,일본,안과,0.61
201912,일본,한약방,0.26
