국가명,KTO카테고리소분류,소비건수비율(카테고리별)
일본,대학/종합병원,5.05
일본,성형외과,16.72
일본,안과,0.6
일본,약국,34.33
일본,치과,3.15
일본,피부과,27.48
일본,한약방,0.37
일본,한의학과,12.3
