국가명,KTO카테고리소분류,소비금액비율(카테고리별)
일본,대학/종합병원,3.76
일본,성형외과,42.23
일본,안과,0.37
일본,약국,2.91
일본,치과,3.91
일본,피부과,33.47
일본,한약방,0.2
일본,한의학과,13.15
