기준년월,구분,방문지,방문자 수,방문자 수 비율
2020,전체 외국인,서울특별시,3766230,
2021,전체 외국인,서울특별시,1670308,
2022,전체 외국인,서울특별시,5588904,
2023,전체 외국인,서울특별시,33800001,
2024,전체 외국인,서울특별시,41541695,
2025,전체 외국인,서울특별시,47409856,
2020,미국인,서울특별시,,7.777
2021,미국인,서울특별시,,30.885
2022,미국인,서울특별시,,9.923
2023,미국인,서울특별시,,7.399
2024,미국인,서울특별시,,4.433
2025,미국인,서울특별시,,7.769
