방문자 거주지,방문지,방문자 수 비율(%)
미국,서울특별시,21.6
미국,경기도,19.7
미국,인천광역시,13.3
미국,경상남도,11.1
미국,전라남도,7.3
미국,부산광역시,6.0
미국,울산광역시,5.9
미국,충청남도,2.9
미국,경상북도,2.5
미국,전북특별자치도,1.9
미국,충청북도,1.5
미국,제주특별자치도,1.5
미국,대구광역시,1.4
미국,강원특별자치도,1.2
미국,광주광역시,1.1
미국,대전광역시,0.8
미국,세종특별자치시,0.2
