기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201901,대만,성형외과,63.33
201901,대만,대학/종합병원,15.34
201901,대만,피부과,9.22
201901,대만,약국,7.03
201901,대만,한의학과,2.31
201901,대만,치과,2.55
201901,대만,안과,0.06
201901,대만,한약방,0.16
201902,대만,성형외과,53.0
201902,대만,대학/종합병원,21.53
201902,대만,피부과,7.35
201902,대만,약국,8.2
201902,대만,한의학과,1.13
201902,대만,치과,8.67
201902,대만,안과,0.06
201902,대만,한약방,0.06
201903,대만,성형외과,73.09
201903,대만,대학/종합병원,6.76
201903,대만,피부과,10.0
201903,대만,약국,6.59
201903,대만,한의학과,0.74
201903,대만,치과,2.58
201903,대만,안과,0.09
201903,대만,한약방,0.15
201904,대만,성형외과,48.08
201904,대만,대학/종합병원,27.78
201904,대만,피부과,8.35
201904,대만,약국,5.82
201904,대만,한의학과,4.6
201904,대만,치과,5.21
201904,대만,안과,0.06
201904,대만,한약방,0.11
201905,대만,성형외과,59.73
201905,대만,대학/종합병원,16.02
201905,대만,피부과,8.97
201905,대만,약국,6.84
201905,대만,한의학과,2.39
201905,대만,치과,4.39
201905,대만,안과,0.6
201905,대만,한약방,1.06
201906,대만,성형외과,58.2
201906,대만,대학/종합병원,14.3
201906,대만,피부과,13.14
201906,대만,약국,8.38
201906,대만,한의학과,1.43
201906,대만,치과,4.42
201906,대만,안과,0.06
201906,대만,한약방,0.07
201907,대만,성형외과,34.16
201907,대만,대학/종합병원,51.51
201907,대만,피부과,6.52
201907,대만,약국,4.86
201907,대만,한의학과,0.7
201907,대만,치과,2.18
201907,대만,안과,0.05
201907,대만,한약방,0.01
201908,대만,성형외과,62.18
201908,대만,대학/종합병원,9.79
201908,대만,피부과,15.01
201908,대만,약국,5.69
201908,대만,한의학과,1.3
201908,대만,치과,5.98
201908,대만,안과,0.03
201908,대만,한약방,0.02
201909,대만,성형외과,67.46
201909,대만,대학/종합병원,17.16
201909,대만,피부과,5.22
201909,대만,약국,5.62
201909,대만,한의학과,1.61
201909,대만,치과,2.91
201909,대만,안과,0.01
201909,대만,한약방,0.01
201910,대만,성형외과,67.26
201910,대만,대학/종합병원,11.53
201910,대만,피부과,9.06
201910,대만,약국,6.88
201910,대만,한의학과,0.8
201910,대만,치과,4.37
201910,대만,한약방,0.09
201911,대만,성형외과,47.34
201911,대만,대학/종합병원,18.8
201911,대만,피부과,17.14
201911,대만,약국,10.12
201911,대만,한의학과,0.1
201911,대만,치과,6.39
201911,대만,안과,0.05
201911,대만,한약방,0.07
201912,대만,성형외과,59.97
201912,대만,대학/종합병원,14.93
201912,대만,피부과,12.81
201912,대만,약국,7.17
201912,대만,한의학과,2.2
201912,대만,치과,1.66
201912,대만,안과,1.21
201912,대만,한약방,0.06
