,국가명,KTO카테고리소분류,소비금액비율
201901,대만,전체,0.54
201902,대만,전체,0.57
201903,대만,전체,0.64
201904,대만,전체,0.73
201905,대만,전체,0.55
201906,대만,전체,0.72
201907,대만,전체,1.03
201908,대만,전체,0.76
201909,대만,전체,0.94
201910,대만,전체,0.61
201911,대만,전체,0.57
201912,대만,전체,0.84
