국가명,KTO카테고리소분류,소비건수비율(카테고리별)
대만,대학/종합병원,11.09
대만,성형외과,10.64
대만,안과,0.74
대만,약국,62.47
대만,치과,4.06
대만,피부과,7.76
대만,한약방,0.84
대만,한의학과,2.41
