국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,3.36
태국,성형외과,17.26
태국,안과,0.4
태국,약국,43.99
태국,치과,1.61
태국,피부과,32.67
태국,한약방,0.23
태국,한의학과,0.48
