,국가명,KTO카테고리소분류,소비금액비율
202301,태국,전체,4.11
202302,태국,전체,6.19
202303,태국,전체,6.77
202304,태국,전체,7.69
202305,태국,전체,5.15
202306,태국,전체,4.07
202307,태국,전체,5.52
202308,태국,전체,3.4
202309,태국,전체,3.84
202310,태국,전체,5.59
202311,태국,전체,3.68
202312,태국,전체,4.15
