기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202301,태국,성형외과,68.69
202301,태국,피부과,22.77
202301,태국,대학/종합병원,3.18
202301,태국,약국,2.1
202301,태국,치과,1.92
202301,태국,안과,0.02
202301,태국,한의학과,1.32
202301,태국,한약방,0.0
202302,태국,성형외과,76.92
202302,태국,피부과,17.23
202302,태국,대학/종합병원,1.59
202302,태국,약국,1.49
202302,태국,치과,2.39
202302,태국,안과,0.36
202302,태국,한의학과,0.01
202302,태국,한약방,0.0
202303,태국,성형외과,77.91
202303,태국,피부과,18.37
202303,태국,대학/종합병원,1.68
202303,태국,약국,1.39
202303,태국,치과,0.46
202303,태국,안과,0.03
202303,태국,한의학과,0.15
202303,태국,한약방,0.0
202304,태국,성형외과,68.28
202304,태국,피부과,25.79
202304,태국,대학/종합병원,2.03
202304,태국,약국,1.85
202304,태국,치과,1.87
202304,태국,안과,0.02
202304,태국,한의학과,0.15
202304,태국,한약방,0.01
202305,태국,성형외과,63.38
202305,태국,피부과,29.32
202305,태국,대학/종합병원,3.79
202305,태국,약국,1.51
202305,태국,치과,1.49
202305,태국,안과,0.39
202305,태국,한의학과,0.11
202305,태국,한약방,0.01
202306,태국,성형외과,61.11
202306,태국,피부과,34.33
202306,태국,대학/종합병원,1.7
202306,태국,약국,2.13
202306,태국,치과,0.58
202306,태국,안과,0.08
202306,태국,한의학과,0.06
202306,태국,한약방,0.0
202307,태국,성형외과,73.65
202307,태국,피부과,22.47
202307,태국,대학/종합병원,0.63
202307,태국,약국,1.54
202307,태국,치과,0.94
202307,태국,안과,0.06
202307,태국,한의학과,0.71
202307,태국,한약방,0.0
202308,태국,성형외과,60.33
202308,태국,피부과,34.35
202308,태국,대학/종합병원,2.5
202308,태국,약국,1.61
202308,태국,치과,0.95
202308,태국,안과,0.01
202308,태국,한의학과,0.24
202308,태국,한약방,0.01
202309,태국,성형외과,53.79
202309,태국,피부과,39.97
202309,태국,대학/종합병원,3.17
202309,태국,약국,1.91
202309,태국,치과,0.72
202309,태국,안과,0.35
202309,태국,한의학과,0.09
202309,태국,한약방,0.0
202310,태국,성형외과,54.3
202310,태국,피부과,40.94
202310,태국,대학/종합병원,1.65
202310,태국,약국,2.01
202310,태국,치과,0.78
202310,태국,안과,0.22
202310,태국,한의학과,0.1
202310,태국,한약방,0.0
202311,태국,성형외과,55.1
202311,태국,피부과,41.18
202311,태국,대학/종합병원,1.0
202311,태국,약국,1.82
202311,태국,치과,0.61
202311,태국,안과,0.15
202311,태국,한의학과,0.13
202311,태국,한약방,0.0
202312,태국,성형외과,57.85
202312,태국,피부과,36.25
202312,태국,대학/종합병원,1.97
202312,태국,약국,1.96
202312,태국,치과,1.62
202312,태국,안과,0.29
202312,태국,한의학과,0.06
202312,태국,한약방,0.0
