,국가명,KTO카테고리소분류,소비건수비율
202301,태국,전체,2.04
202302,태국,전체,2.37
202303,태국,전체,2.8
202304,태국,전체,3.95
202305,태국,전체,2.75
202306,태국,전체,2.18
202307,태국,전체,2.01
202308,태국,전체,1.76
202309,태국,전체,2.06
202310,태국,전체,3.1
202311,태국,전체,2.2
202312,태국,전체,2.37
