국가명,KTO카테고리소분류,소비금액비율(카테고리별)
태국,대학/종합병원,1.99
태국,성형외과,64.05
태국,안과,0.17
태국,약국,1.77
태국,치과,1.15
태국,피부과,30.65
태국,한약방,0.0
태국,한의학과,0.21
