,국가명,KTO카테고리소분류,소비건수비율
201801,미국,전체,33.06
201802,미국,전체,31.56
201803,미국,전체,32.95
201804,미국,전체,33.11
201805,미국,전체,34.8
201806,미국,전체,38.34
201807,미국,전체,37.85
201808,미국,전체,35.19
201809,미국,전체,34.96
201810,미국,전체,35.09
201811,미국,전체,32.45
201812,미국,전체,32.27
