국가명,KTO카테고리소분류,소비건수비율(카테고리별)
미국,대학/종합병원,24.72
미국,성형외과,3.45
미국,안과,2.25
미국,약국,44.14
미국,치과,10.21
미국,피부과,9.61
미국,한약방,0.08
미국,한의학과,5.53
