기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201801,미국,약국,43.62
201801,미국,대학/종합병원,27.3
201801,미국,피부과,8.57
201801,미국,치과,9.79
201801,미국,한의학과,5.49
201801,미국,성형외과,3.03
201801,미국,안과,2.15
201801,미국,한약방,0.05
201802,미국,약국,44.63
201802,미국,대학/종합병원,27.15
201802,미국,피부과,8.59
201802,미국,치과,9.97
201802,미국,한의학과,4.74
201802,미국,성형외과,2.77
201802,미국,안과,2.1
201802,미국,한약방,0.05
201803,미국,약국,44.92
201803,미국,대학/종합병원,24.34
201803,미국,피부과,9.23
201803,미국,치과,9.7
201803,미국,한의학과,5.9
201803,미국,성형외과,3.72
201803,미국,안과,2.08
201803,미국,한약방,0.1
201804,미국,약국,44.58
201804,미국,대학/종합병원,25.01
201804,미국,피부과,9.23
201804,미국,치과,9.92
201804,미국,한의학과,5.77
201804,미국,성형외과,3.31
201804,미국,안과,2.08
201804,미국,한약방,0.1
201805,미국,약국,44.52
201805,미국,대학/종합병원,24.03
201805,미국,피부과,10.36
201805,미국,치과,9.97
201805,미국,한의학과,5.36
201805,미국,성형외과,3.39
201805,미국,안과,2.29
201805,미국,한약방,0.08
201806,미국,약국,43.83
201806,미국,대학/종합병원,23.48
201806,미국,피부과,10.33
201806,미국,치과,10.66
201806,미국,한의학과,5.35
201806,미국,성형외과,3.68
201806,미국,안과,2.61
201806,미국,한약방,0.06
201807,미국,약국,43.21
201807,미국,대학/종합병원,23.38
201807,미국,피부과,10.78
201807,미국,치과,11.35
201807,미국,한의학과,5.53
201807,미국,성형외과,3.14
201807,미국,안과,2.55
201807,미국,한약방,0.07
201808,미국,약국,43.39
201808,미국,대학/종합병원,24.38
201808,미국,피부과,9.65
201808,미국,치과,11.0
201808,미국,한의학과,5.67
201808,미국,성형외과,3.4
201808,미국,안과,2.4
201808,미국,한약방,0.11
201809,미국,약국,46.05
201809,미국,대학/종합병원,24.09
201809,미국,피부과,8.96
201809,미국,치과,9.96
201809,미국,한의학과,5.16
201809,미국,성형외과,3.52
201809,미국,안과,2.19
201809,미국,한약방,0.06
201810,미국,약국,42.18
201810,미국,대학/종합병원,25.78
201810,미국,피부과,9.45
201810,미국,치과,10.32
201810,미국,한의학과,6.0
201810,미국,성형외과,3.99
201810,미국,안과,2.18
201810,미국,한약방,0.1
201811,미국,약국,44.25
201811,미국,대학/종합병원,25.25
201811,미국,피부과,9.34
201811,미국,치과,9.75
201811,미국,한의학과,5.55
201811,미국,성형외과,3.82
201811,미국,안과,1.96
201811,미국,한약방,0.09
201812,미국,약국,45.41
201812,미국,대학/종합병원,23.85
201812,미국,피부과,9.92
201812,미국,치과,9.69
201812,미국,한의학과,5.55
201812,미국,성형외과,3.32
201812,미국,안과,2.19
201812,미국,한약방,0.06
