방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
미국,서울특별시,쇼핑업,레저용품쇼핑,38.2,3.9
미국,서울특별시,쇼핑업,기타관광쇼핑,38.2,42.2
미국,서울특별시,쇼핑업,면세점,38.2,5.4
미국,서울특별시,쇼핑업,대형쇼핑몰,38.2,48.5
미국,서울특별시,숙박업,호텔,17.7,86.0
미국,서울특별시,숙박업,캠핑장/펜션,17.7,0.1
미국,서울특별시,숙박업,기타숙박,17.7,13.7
미국,서울특별시,숙박업,콘도,17.7,0.2
미국,서울특별시,식음료업,일반외식업,15.4,80.9
미국,서울특별시,식음료업,제과음료업,15.4,19.1
미국,서울특별시,여가서비스업,골프장,1.0,3.3
미국,서울특별시,여가서비스업,기타레저,1.0,56.0
미국,서울특별시,여가서비스업,문화서비스,1.0,40.2
미국,서울특별시,여가서비스업,관광유원시설,1.0,0.5
미국,서울특별시,여행업,여행업,0.1,100.0
미국,서울특별시,운송업,육상운송,3.3,84.8
미국,서울특별시,운송업,수상운송,3.3,0.3
미국,서울특별시,운송업,항공운송,3.3,13.3
미국,서울특별시,운송업,렌터카,3.3,1.6
미국,서울특별시,의료웰니스업,의료관광,24.3,69.4
미국,서울특별시,의료웰니스업,뷰티,24.3,30.6
