기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202601,태국,피부과,65.95
202601,태국,성형외과,24.48
202601,태국,약국,7.61
202601,태국,치과,0.99
202601,태국,대학/종합병원,0.64
202601,태국,한의학과,0.25
202601,태국,안과,0.08
202602,태국,피부과,59.28
202602,태국,성형외과,32.14
202602,태국,약국,5.82
202602,태국,치과,1.54
202602,태국,대학/종합병원,0.83
202602,태국,한의학과,0.18
202602,태국,안과,0.22
202602,태국,한약방,0.0
202603,태국,피부과,62.88
202603,태국,성형외과,28.38
202603,태국,약국,6.17
202603,태국,치과,0.35
202603,태국,대학/종합병원,1.84
202603,태국,한의학과,0.04
202603,태국,안과,0.33
202603,태국,한약방,0.0
202604,태국,피부과,63.83
202604,태국,성형외과,26.87
202604,태국,약국,7.99
202604,태국,치과,0.51
202604,태국,대학/종합병원,0.47
202604,태국,한의학과,0.14
202604,태국,안과,0.19
202604,태국,한약방,0.0
202605,태국,피부과,64.48
202605,태국,성형외과,23.3
202605,태국,약국,8.86
202605,태국,치과,0.44
202605,태국,대학/종합병원,2.42
202605,태국,한의학과,0.24
202605,태국,안과,0.24
202605,태국,한약방,0.0
202606,태국,피부과,58.2
202606,태국,성형외과,30.77
202606,태국,약국,7.99
202606,태국,치과,1.65
202606,태국,대학/종합병원,1.03
202606,태국,한의학과,0.29
202606,태국,안과,0.06
202606,태국,한약방,0.01
