,국가명,KTO카테고리소분류,소비금액비율
202601,태국,전체,2.15
202602,태국,전체,2.86
202603,태국,전체,3.11
202604,태국,전체,3.41
202605,태국,전체,2.18
202606,태국,전체,1.74
