기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202601,태국,약국,61.22
202601,태국,피부과,30.95
202601,태국,성형외과,4.31
202601,태국,치과,1.32
202601,태국,대학/종합병원,1.57
202601,태국,한의학과,0.36
202601,태국,안과,0.27
202602,태국,약국,57.11
202602,태국,피부과,33.95
202602,태국,성형외과,5.41
202602,태국,치과,1.34
202602,태국,대학/종합병원,1.42
202602,태국,한의학과,0.4
202602,태국,안과,0.35
202602,태국,한약방,0.02
202603,태국,약국,57.93
202603,태국,피부과,34.82
202603,태국,성형외과,4.39
202603,태국,치과,0.71
202603,태국,대학/종합병원,1.52
202603,태국,한의학과,0.25
202603,태국,안과,0.3
202603,태국,한약방,0.08
202604,태국,약국,65.0
202604,태국,피부과,28.13
202604,태국,성형외과,4.11
202604,태국,치과,0.88
202604,태국,대학/종합병원,1.24
202604,태국,한의학과,0.38
202604,태국,안과,0.24
202604,태국,한약방,0.03
202605,태국,약국,64.43
202605,태국,피부과,28.26
202605,태국,성형외과,4.07
202605,태국,치과,0.79
202605,태국,대학/종합병원,1.65
202605,태국,한의학과,0.49
202605,태국,안과,0.28
202605,태국,한약방,0.03
202606,태국,약국,63.4
202606,태국,피부과,27.97
202606,태국,성형외과,4.99
202606,태국,치과,1.34
202606,태국,대학/종합병원,1.14
202606,태국,한의학과,0.67
202606,태국,안과,0.31
202606,태국,한약방,0.17
