국가명,기준연월,소비금액
대만,2018,1378895.0
대만,2019,2761331.0
대만,2020,824106.0
대만,2021,464353.0
대만,2022,1679900.0
대만,2023,1.2499101E7
대만,2024,8.830929E7
대만,2025,2.31753295E8
대만,2026,1.38056748E8
