,국가명,KTO카테고리소분류,소비건수비율
2018,대만,전체,0.69
2019,대만,전체,0.93
2020,대만,전체,0.88
2021,대만,전체,0.63
2022,대만,전체,0.81
2023,대만,전체,2.04
2024,대만,전체,4.66
2025,대만,전체,9.64
2026,대만,전체,12.42
