국가명,기준연월,소비건수
대만,2018,4622.0
대만,2019,8225.0
대만,2020,4486.0
대만,2021,3388.0
대만,2022,7716.0
대만,2023,33808.0
대만,2024,118267.0
대만,2025,369602.0
대만,2026,350246.0
