국가명,KTO카테고리소분류,소비금액비율(카테고리별)
글로벌,대학/종합병원,28.63
글로벌,성형외과,22.82
글로벌,안과,1.65
글로벌,약국,14.9
글로벌,치과,12.12
글로벌,피부과,14.86
글로벌,한약방,0.07
글로벌,한의학과,4.96
