국가명,KTO카테고리소분류,소비건수비율(카테고리별)
글로벌,대학/종합병원,20.69
글로벌,성형외과,3.76
글로벌,안과,1.49
글로벌,약국,52.99
글로벌,치과,7.73
글로벌,피부과,8.08
글로벌,한약방,0.13
글로벌,한의학과,5.13
