국가명,기준연월,소비금액
글로벌,202001,3.8117269E7
글로벌,202002,2.824894E7
글로벌,202003,8418104.0
글로벌,202004,6159726.0
글로벌,202005,6210639.0
글로벌,202006,7223484.0
글로벌,202007,8340487.0
글로벌,202008,7143478.0
글로벌,202009,7426549.0
글로벌,202010,7483130.0
글로벌,202011,8482074.0
글로벌,202012,8959742.0
